"filename","run_id","ncomp","R2.cal","RMSE.cal","RPD.cal","RPIQ.cal","R2.val","RMSE.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val","training_time_sec"
"AS",1,30,0.497374267309998,21.9494981336181,1.39522912553587,2.460192924288,0.554348752194757,20.2605990760787,1.49708005148151,2.71462851584372,-0.500144096420662,0.55332494488274,0.720163068022525,22.1846835613251
"AS",2,30,0.503858472057304,21.7023082131563,1.40059409777541,2.48821459310325,0.514244748185542,21.5951148427298,1.42872075623528,2.54687230887851,0.00502042841829078,0.50955869621698,0.696717318420075,15.4316070079803
"AS",3,30,0.496573170919822,21.8990968388704,1.39324660949692,2.46585511710013,0.553991891597552,20.4223606356268,1.49808151536293,2.68088498567049,0.108142723131794,0.553921947663544,0.715028653890152,14.6982057094574
"AS",4,30,0.509976588461553,21.743693736496,1.41305049788293,2.52946903440258,0.509991992995357,21.2076329907435,1.41883915779294,2.49910020713452,0.631392861979865,0.502703485973688,0.69593101671077,13.6077542304993
"AS",5,30,0.478829614039343,21.9633313631545,1.36510840844029,2.41311298016076,0.572813190367197,20.753547330554,1.53059612170836,2.89107201985013,-0.0547386916340089,0.572672807608549,0.725228592333476,14.6922168731689
"AS",6,29,0.524855156178527,21.3441786630465,1.43729754377307,2.52996383006721,0.474705604678197,22.0820795118803,1.36803268582399,2.40013627210634,-0.457453353644009,0.465080045837511,0.669374543372183,13.5274074077606
"AS",7,30,0.513663835122578,21.6704641343993,1.42133195452961,2.53801670600558,0.505618554792592,21.308896568189,1.40196585987709,2.47549185999372,1.88464792777053,0.490661071213982,0.694926177706439,14.1132745742798
"AS",8,29,0.497418193935429,21.9874566366374,1.39510039442459,2.4559457190706,0.554747436353405,20.1628836367689,1.49844294437407,2.62859226660167,-0.129493180724402,0.554137112486341,0.719864982289038,14.3488142490387
"AS",9,30,0.523743982489294,21.231708428142,1.43970763953342,2.54336574858124,0.51421373817767,21.4685480844493,1.41925212573064,2.60846703650926,1.62039885166498,0.502992846311594,0.70002053710732,13.0929017066956
"AS",10,30,0.519195119953501,21.293076559632,1.43090891239066,2.53603559113551,0.52086630673438,21.3012171441248,1.44060584469277,2.58201208071201,-0.829462197268348,0.51761765800322,0.697856884400791,12.7617175579071
"AS",11,30,0.504179243345419,21.8699417478228,1.40630431441263,2.51486723806547,0.539022817300191,20.4352811916372,1.46880962240941,2.58131999776871,1.47794545183425,0.535965010725764,0.706113587317278,12.4474804401398
"AS",12,30,0.504862464553151,21.7551744873381,1.40591427996936,2.48216809437354,0.537044539919116,20.7572701216247,1.4654002113548,2.6496740504765,-1.61219941371253,0.533803244327138,0.703182154321849,12.8904237747192
"AS",13,29,0.545857960445436,20.792039567521,1.47440851629959,2.59714780864273,0.443458910490333,22.853809200454,1.32326582348998,2.36284461493304,-0.0575804269795722,0.428274510932175,0.647679243542744,12.9965190887451
"AS",14,30,0.53110228486397,20.9844451725017,1.45309501227882,2.57333465603191,0.488035487852984,22.0889168027786,1.38727312443112,2.39939334613878,0.784113020761782,0.479815028500471,0.678457673022713,12.4084522724152
"AS",15,30,0.514451393353231,21.7039570312408,1.41772015772812,2.53410011459352,0.503064747920358,21.2961889875639,1.40617794098068,2.34783791734746,0.997300683493299,0.493707860204063,0.691519078906177,12.5961623191833
"AS",16,30,0.507567595205176,21.7264293638373,1.40974756435301,2.53147901474989,0.53296046710183,20.7451086051934,1.46180195504902,2.55481911464815,0.0401882068583579,0.531505313331509,0.705363889911548,12.4800162315369
"AS",17,30,0.494645314576342,21.9355975387321,1.39242247576179,2.50733994835953,0.560284374413939,20.2147875096976,1.50803441805102,2.67131177975998,-0.266498266838622,0.559790673643116,0.723374672538654,14.2677600383759
"AS",18,30,0.528628296744314,21.0241586307818,1.44804041051549,2.56847377097591,0.467799933988765,22.7359607183115,1.35107864365769,2.3750920697408,-0.174141139236959,0.451570903154708,0.669246375750901,13.2494761943817
"AS",19,30,0.51858272386413,21.5516113459107,1.42717636058695,2.50561311325087,0.483620465725887,21.7029103522021,1.38264300642788,2.48814555852971,0.197261277476954,0.476325262095735,0.6746065939415,13.7670059204102
"AS",20,30,0.504598706646768,21.7792868959609,1.40760539110983,2.52533520783916,0.543807380081055,20.4767786326541,1.47746127198319,2.58829774696501,-1.26607424746083,0.541383648410392,0.710547224006259,12.6346819400787
"AS",21,30,0.531696786061679,21.1143567032792,1.44941005469941,2.55750155019468,0.475122207721417,22.1260348076622,1.37219664064674,2.42926491200251,-0.556504961875132,0.468321568140266,0.666191075967333,12.4018232822418
"AS",22,29,0.507552202795087,21.7276391129717,1.4089174941066,2.48531373883881,0.518856604630057,21.0512671445856,1.44221421937377,2.55329048037018,-0.33240112945165,0.518692975269572,0.681149112901638,13.1939830780029
"AS",23,30,0.517823915811882,21.4280130923618,1.42523040319774,2.52006566204913,0.510574121045868,21.4066246978565,1.42402032280181,2.47586907081652,-0.767406822544912,0.506315636645949,0.691614028421872,11.4417994022369
"AS",24,30,0.505554914205124,21.7336054671432,1.40916818096225,2.53064315919182,0.542030134981837,20.5162688164712,1.47743586905204,2.63205753848609,-0.23431655327751,0.541367877438532,0.709511992004452,10.8166589736938
"AS",25,30,0.535973800156947,20.8718838489345,1.45788487525055,2.58721255785239,0.464172742337025,23.2465359123584,1.32457383689855,2.32292674502494,0.438244057003452,0.429403108443948,0.67436896950708,11.9839141368866
"AS",26,30,0.499375740113413,21.659469227159,1.3991496594156,2.4469667028379,0.540549633027385,21.0740994146423,1.47394671091281,2.65729030209903,-0.497080761134673,0.539193939869899,0.710305110934113,11.7718734741211
"AS",27,30,0.506194859464819,21.7758138158817,1.40737954700755,2.47981547126457,0.545988025075011,20.4387648296559,1.48116791267157,2.64203832521464,0.366349821464021,0.543676162273091,0.717807654546635,12.1748359203339
"AS",28,30,0.533798700202817,21.1609554214088,1.4568010442987,2.59912649994792,0.471601423172619,22.3540124162907,1.33011848478094,2.28146961047732,1.83001369768657,0.434150301660138,0.678684739646343,12.3160946369171
"AS",29,30,0.499387681567923,21.9863272400252,1.3991550067211,2.50155468894662,0.540975288629959,20.377883034161,1.47144591998038,2.58859077322071,-0.0692855218314119,0.537626286091313,0.716228100492053,12.1187691688538
"AS",30,30,0.492999861219389,22.164353299415,1.38460992184711,2.48146197892684,0.56508773948295,19.8911715284125,1.51673754252786,2.66449866586767,0.376595956365504,0.564828070880844,0.724689121684461,12.1388733386993
"AS",31,30,0.521781311852198,21.3643022670738,1.43453060622116,2.52758078990595,0.511111801475336,21.2794235694552,1.42283124219847,2.49066897075525,-0.385854412265923,0.505490133553029,0.695194518524542,11.3502380847931
