"filename","run_id","commit","neigh","R2.cal","RMSE.cal","RPD.cal","RPIQ.cal","R2.val","RMSE.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val","training_time_sec"
"AS",1,20,5,0.653714425008976,18.0388970174097,1.6976968745574,2.99353114261274,0.671603563127947,17.4011862955824,1.74308453415974,3.16070405004299,-0.650554444269172,0.670508020489875,0.807764754485029,34.2087848186493
"AS",2,20,5,0.662006623240744,17.6982263338222,1.71746728842319,3.05115320492898,0.681517623162751,17.4638567717409,1.76669960206144,3.14936160545007,-0.598040676103727,0.679257637237379,0.81728684118122,28.6821100711823
"AS",3,20,5,0.658923313230868,17.8644958646751,1.7079039147213,3.02275532481041,0.653971051423334,17.9946153664254,1.70019532761958,3.04257684230102,-0.0622516901226107,0.653674787089955,0.794088217217328,30.4496963024139
"AS",4,20,5,0.657227836718361,18.020238617529,1.70502388521549,3.05212384626801,0.676844815981523,17.1050069903261,1.75914690642256,3.09850794156207,0.140099438357512,0.67649758378983,0.810471428178672,30.5692563056946
"AS",5,20,5,0.659554173558268,17.5262610890347,1.7107087569271,3.02403346217176,0.678580939860143,18.0578782311832,1.75908258152848,3.32264949579675,-0.67793312378046,0.6764739241398,0.799518644723691,29.8336396217346
"AS",6,20,5,0.67119331484802,17.6070027352129,1.74237126145817,3.06696152730205,0.659502228898173,17.6339232967137,1.71311885817527,3.00557051928864,-0.606659757126197,0.658880336317168,0.797448753831995,30.753045797348
"AS",7,20,5,0.66760289273178,17.784499633542,1.73189708894695,3.09258068167792,0.662106602261004,17.3955036444678,1.71736019323326,3.03239279977823,0.863348937748277,0.660563170497448,0.801142571012803,29.3356285095215
"AS",8,20,5,0.662960819093827,17.827159157129,1.72067288768776,3.02908609970005,0.662369998513588,17.5645624800508,1.72010721918444,3.01743923654207,-0.336342817217838,0.661646471829236,0.801312939949113,28.4895942211151
"AS",9,20,5,0.657951066546204,17.8930151708962,1.70834554894144,3.01793741771557,0.669452556751151,17.5188655669049,1.73922691448498,3.19655401122493,0.493174141500054,0.669044767665069,0.804122288792152,28.7490901947021
"AS",10,20,5,0.660546364607501,17.7715445956111,1.71445159746659,3.03856537114596,0.684866389569417,17.2318023734758,1.78081533503022,3.19177290964404,-0.605326518779848,0.684322249676837,0.814959361623349,31.3804574012756
