"filename","Texture","run_id","C","sigma","pca_components","R2.cal","RMSE.cal","RPD.cal","RPIQ.cal","R2.val","RMSE.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val","training_time_sec"
"TC","Sa",24,8,0.0668196179830311,17,0.608172935465819,1.62815309476181,1.5983656429306,0.454474844767746,0.317986524506099,1.7321545269539,1.19553867559833,0.388968677168103,-0.0568356071562711,0.299502484731457,0.409510590738687,69.6173975467682
"TC","Sa",25,8,0.0664140796769284,17,0.591532108662245,1.53860186444763,1.5905901107113,0.444831520950815,0.316619743507966,2.06506716661144,1.19764272270311,0.398942033615225,-0.0618220174042965,0.301961623951433,0.417314264828544,70.6992197036743
"TC","Sa",26,32,0.0676519682974014,17,0.555990693722221,1.84445441719525,1.53404040834283,0.399126105062249,0.752542441207367,0.627478475570766,1.88617052835753,1.03224283416388,0.108739497256113,0.718568989559462,0.863631514103407,68.943995475769
"TC","Sa",27,8,0.0672881479775478,17,0.607872337828392,1.49076645450322,1.6372206045029,0.503256658837287,0.312023019888572,2.09909935140745,1.18591811803416,0.301709462715692,-0.080447928715335,0.288091052905942,0.389938536125492,68.7724242210388
"TC","Sa",28,16,0.0644721228560724,17,0.631313996135184,1.32796053228825,1.66381781663001,0.533255919722086,0.257435250148067,2.56963349854059,1.14811389068436,0.287877299591608,-0.06246106967049,0.240436798143996,0.335981998714411,70.0988247394562
"TC","Sa",29,8,0.0611506355907768,17,0.661565821348944,1.36105955210856,1.75804612628645,0.527708716997206,0.269937045993938,2.24104704200246,1.15815966293403,0.315953393315347,-0.0870211079586939,0.253556416246458,0.355389589576234,67.5783212184906
"TC","Sa",30,8,0.0663451832160794,17,0.669572933840654,1.18513639309334,1.75876812327254,0.609169587321197,0.213224053808648,2.84614031681544,1.10871920785365,0.24110152737227,-0.138401274506738,0.185500698207865,0.254542004049839,58.6840415000916
"TC","Sa",31,8,0.0649919697750107,17,0.63799063439655,1.39810806940529,1.68071166130706,0.502316534299623,0.266663448648387,2.33144632131183,1.15187778712307,0.317133560288866,-0.116277122060918,0.24539261261986,0.340440039859849,68.6361050605774
"TC","Sa",32,16,0.0585112571394747,17,0.7594410744701,0.756106724937913,1.99498038572712,0.922579739066969,0.192599965885393,3.5318677486768,1.08759750693398,0.210412724337829,-0.245372237680082,0.1535575170064,0.207107455630122,80.8251011371613
"TC","Sa",33,32,0.0556963693826316,18,0.685487261816971,1.04282836376615,1.76168330878989,0.687500613630002,0.22104281678235,3.14036534552889,1.11246498796983,0.231526625090033,-0.165167507121344,0.190976464045258,0.260659381993422,72.3027517795563
