"filename","Order","run_id","ncomp","R2.cal","RMSE.cal","RPD.cal","RPIQ.cal","R2.val","RMSE.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val","training_time_sec"
"C_hpom","alfisols",1,25,0.609145936829267,0.917194310844244,4.86493583367874,0.52118205144556,0.98924555770965,0.597212872923191,9.52823804873987,0.684404930857155,0.0269668575621132,0.988729088925407,0.994458869457194,6.31361699104309
"C_hpom","alfisols",2,24,0.657963621305678,0.722873189038909,5.40975156783092,0.642295619121391,0.98345913820738,0.850309259264904,7.72194166842734,0.452109068919635,0.0626949652938209,0.982839450606728,0.991545832140953,5.50230669975281
"C_hpom","alfisols",3,26,0.641050182449242,0.749616457754526,5.85529942758766,0.640487151840552,0.985695646495027,0.766069153055533,7.64498197882282,0.426048338714848,0.171058349331952,0.982492211607028,0.991611434927316,5.34474062919617
"C_hpom","alfisols",4,24,0.709174633052345,0.817895298265818,6.9955483713289,0.775633967263402,0.533261501570934,0.994333111040559,1.01922392065559,0.258904138504042,0.0273876104804831,0.0149800980196463,0.68248285047061,5.27768659591675
"C_hpom","alfisols",5,22,0.698247619195976,0.795731747294754,7.21518032196876,0.579247989749069,0.448354564255144,0.816411928594225,1.05340560870682,0.491045936443261,-0.168470076991537,0.0778682655793738,0.644126781327366,5.19161367416382
"C_hpom","alfisols",6,26,0.626053467485468,0.656754712307703,4.73311943552616,0.651681551695476,0.993303349486425,1.04841852199508,7.12248480509271,0.607758995222131,-0.275232949200803,0.979829291270232,0.988734176917282,5.19979524612427
"C_hpom","alfisols",7,15,0.665640763076742,0.919389057222606,5.31782235733138,0.467329719257219,0.975494199941946,0.812965309110739,5.94362459393573,0.598393983787732,-0.128704284662498,0.971034470048487,0.984429603379868,5.31369638442993
"C_hpom","alfisols",8,26,0.706859621716996,0.728533492857405,7.34218607042187,0.654136240368123,0.971929901676346,0.789340664964556,4.34889635007357,0.559581568649873,0.244710667648243,0.94589640705708,0.976347511516906,5.49949216842651
"C_hpom","alfisols",9,23,0.773684418425566,0.702216027736764,6.96429513947964,0.635807429430203,0.969677775342626,0.868236624723428,5.55330635038904,0.493344351992114,0.049657540496784,0.966819650477583,0.982250817881517,5.23456263542175
"C_hpom","alfisols",10,25,0.782408133707654,0.71864302492252,7.9725856236175,0.606652677171678,0.706090635300652,0.748925920524738,1.42646426526232,0.577180283327797,0.215932677535369,0.497122241471016,0.80704199548271,5.05535507202148
"C_hpom","alfisols",11,26,0.604088787293083,0.84940453406731,5.15633395498721,0.453726510211282,0.981426902996443,0.841725269454012,6.96342406832393,0.889126327388807,-0.0979652235916775,0.978897275343526,0.988838546990575,5.07469868659973
"C_hpom","alfisols",12,15,0.688123265590672,0.813269385359458,7.03745706032266,0.616705493319806,0.746581591833157,0.734051869952384,1.50161817655484,0.405214130193953,-0.12491471594068,0.546199272628628,0.831689497680464,5.498774766922
"C_hpom","alfisols",13,29,0.52757411006857,0.871903071176347,4.49466024484789,0.492781645350002,0.989112669806889,0.851705584314451,7.68259734327946,1.00041896893964,-0.18964297481732,0.982663234398895,0.99062325486407,5.40377187728882
"C_hpom","alfisols",14,24,0.663771793541853,0.822453785453284,5.90166282211214,0.558267194608323,0.976018318181596,0.761675375094811,6.45302726579304,0.535690385092482,-0.109618416336484,0.975427054317654,0.987685589789794,5.33120036125183
"C_hpom","alfisols",15,24,0.696755412061699,0.701214284690039,7.07472420557119,0.679883208184695,0.976589314550383,0.722753940601595,6.44058017323384,0.490660915255365,-0.147394301092936,0.975331982980612,0.987347140010884,5.24335694313049
"C_hpom","alfisols",16,15,0.623547933906725,0.970306773447207,4.61591916778541,0.425372337177091,0.974506246298784,0.924573906288179,6.16069034130388,0.670272333866669,0.0375709901951507,0.973039654051285,0.985822208888519,5.32470345497131
"C_hpom","alfisols",17,25,0.712148663286651,0.574286868495138,7.6440027439614,0.76460859822658,0.978424182593565,0.890339742937697,6.5702585160883,0.434305943958135,-0.190301785639015,0.976296127347656,0.988417974760115,5.60968899726868
"C_hpom","alfisols",18,15,0.659627490367729,0.833202931889843,5.37103009446412,0.494504329894117,0.977180943054687,0.891367599282264,6.38371492882839,1.1244752622903,-0.0461239012531913,0.974890547046841,0.986688980383305,5.54137635231018
"C_hpom","alfisols",19,25,0.652626653491426,0.738185711096918,6.05816270636921,0.522958002568701,0.991216211235296,0.543602065313822,10.4934376406883,0.885569823437093,0.0325054696442264,0.990707155951234,0.995230642856957,5.25499558448792
"C_hpom","alfisols",20,16,0.624137186541657,0.871708437218719,5.68652741413037,0.62997502553966,0.966556751995826,0.870395452475476,5.35793382848551,0.368089239309332,-0.215989261926425,0.964355746019765,0.981964336465264,5.22483396530151
"C_hpom","alfisols",21,25,0.719854532028642,0.742544211158662,6.54267364726988,0.587494577352226,0.962435468784902,0.947879005841752,5.17260325729137,0.47725382112274,-0.102649549791942,0.961755773379926,0.980815239841051,5.12728786468506
"C_hpom","alfisols",22,23,0.686523272999359,0.7340522235756,7.27980607479317,0.849170338267905,0.98204323601064,0.668080053142097,5.15148176866591,0.425915298116944,-0.0872189678311943,0.961441521673311,0.983113696261691,5.34074521064758
"C_hpom","alfisols",23,17,0.656464087362474,0.774226501796631,6.40907816885099,0.534748402488489,0.923376474508633,1.31440231800377,3.53826211247894,0.471121531070083,-0.283924828906496,0.918265724605459,0.959127425786313,5.01895403862
"C_hpom","alfisols",24,22,0.572072997751668,0.700284264102199,4.54704212082116,0.506252090291524,0.982202594247438,1.11452374728692,6.58877573745584,0.96905921487015,-0.307689873919594,0.976429175757924,0.987369406674673,5.09357738494873
"C_hpom","alfisols",25,28,0.711629832631231,0.818258566593753,5.97296669972097,0.773290138145473,0.984404164275149,0.636112092395698,7.58290359794571,0.534046544722308,-0.0518739587996871,0.982204378858174,0.990615888606783,5.02471017837524
"C_hpom","alfisols",26,23,0.712576042341125,0.759356800089097,7.09477489143628,0.57115708972266,0.972206582905852,0.678948443986578,4.88541102020981,1.0036122603051,0.256926040405355,0.957127184454709,0.980339888433472,4.99631643295288
"C_hpom","alfisols",27,23,0.666423309778531,0.753019657432085,7.08813226344559,0.592911703025851,0.972048560993295,0.619033294354587,5.65289475529877,0.665736732189301,-0.123684190548822,0.967978444763983,0.982909095639236,5.0211079120636
"C_hpom","alfisols",28,25,0.692518015920823,0.768667014912724,6.37122126093747,0.539543530493616,0.968446510713274,0.90694320025257,5.30600791366238,0.924390289564469,-0.112509693492165,0.963654685253461,0.980309449279789,5.21214747428894
"C_hpom","alfisols",29,18,0.562716142721404,1.02467371309266,4.36196422228867,0.464658397025691,0.947780014592403,1.31256394818442,4.35217890815846,0.294889624642972,0.216964767011476,0.945977989737826,0.971798692074547,5.25019598007202
"C_hpom","alfisols",30,15,0.606519697641521,0.878228146690396,5.6217219239312,0.538324263212971,0.973839609359804,0.78879865541711,5.97182924332657,0.516321870864038,-0.18584486679682,0.971307429420499,0.985042408618561,5.11038112640381
"C_hpom","alfisols",31,27,0.659644029205913,0.924644856063889,6.20442119096605,0.512344687685438,0.513996959852754,0.628547913931882,1.23667021457208,0.590161027151544,0.0404730633077675,0.330922509703416,0.709862844806223,5.19198417663574
"C_hpom","alfisols",32,25,0.663985642541691,0.78835029876938,6.26794653095413,0.566339821519633,0.982925834751423,0.609086288531582,7.71695830221868,0.702223310643156,0.0437447958672507,0.982817279976593,0.991374641065643,5.2175829410553
"C_hpom","alfisols",33,23,0.699721659303196,0.73659075308473,7.32926507082352,0.868238825048669,0.948010548277535,0.76924363790508,4.19841975367382,0.415703291834646,0.100048656124836,0.941948625456451,0.97227261186956,5.10340929031372
"C_hpom","alfisols",34,26,0.604617778805818,0.892655379621185,5.97896585595111,0.483880151132121,0.97176565746791,0.623938235624482,5.61788659399962,0.816978117216702,-0.104724234656277,0.967578113220491,0.982609199856602,5.05618953704834
"C_hpom","alfisols",35,23,0.686538329763346,0.768737650224327,6.93621646839035,0.620399225094319,0.967143844474114,0.81054547370708,4.33426077477842,0.432519943509911,-0.0223825200895499,0.945530405030507,0.976085464791425,5.14287209510803
"C_hpom","alfisols",36,25,0.679842873285026,0.618392624721936,7.8960499119339,0.749131448177129,0.975131472799012,0.848345931577402,5.71117966305042,0.436343664443243,-0.1005840086277,0.968628695659015,0.985313562034135,5.19716763496399
"C_hpom","alfisols",37,28,0.70828998461596,0.669459717820674,5.85540850767306,0.578899804848022,0.98123397070583,1.06087419338344,6.16790399352099,0.755961995778454,-0.156547113239743,0.973102679945108,0.985206286680557,5.05195713043213
"C_hpom","alfisols",38,27,0.614090319110285,0.675549888002963,6.52157581515083,0.708215427160135,0.982524608552957,0.811532970089733,7.18338496066462,0.489098874758116,0.121427474756406,0.980169852766373,0.990432152234077,5.07987189292908
"C_hpom","alfisols",39,23,0.746824030348292,0.780738195379382,7.34867074316613,0.802716289799891,0.414559133792213,0.745918504676233,0.823777891759318,0.417919388037315,-0.018418476957136,-0.507870192612367,0.578002467636992,5.2515275478363
"C_hpom","alfisols",40,23,0.735762675264357,0.62201652980072,7.08000429349068,0.69378110439968,0.986243530710628,0.786645255197242,7.41646680905053,0.81080051114028,-0.251077336737183,0.981396695016244,0.990143990552075,5.13797783851624
