"filename","MLRA","run_id","ncomp","R2.cal","RMSE.cal","RPD.cal","RPIQ.cal","R2.val","RMSE.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val","training_time_sec"
"TN","A",1,30,0.881834546283517,0.116858153039855,2.90729577476497,1.40798592327473,0.686325480036217,0.214828742757079,1.77827812403247,0.691023249937574,-0.00700710828578245,0.683465353909821,0.802899532684881,27.2053198814392
"TN","A",2,30,0.868806514764461,0.122375689035192,2.74782493203113,1.29835556802714,0.712345246977257,0.20937520778735,1.85870584827607,0.784659863678118,-0.0087491531919354,0.710266112630949,0.824134446914165,26.6227290630341
"TN","A",3,30,0.832239912077507,0.15198108054186,2.42781641253276,1.02235409793132,0.879714507507669,0.110407730822919,2.82866379557915,1.56696961082807,0.00844414184825535,0.874899812555285,0.93758731875594,22.0841159820557
"TN","A",4,30,0.837569835021314,0.148303172667742,2.45473562195734,1.07823785475077,0.870071552483457,0.119659199604194,2.72172879777535,1.3528335601062,0.011514407648992,0.864876487116687,0.932181909713712,21.8385241031647
"TN","A",5,30,0.83458323084493,0.152582818721252,2.43727957738793,1.04113520664613,0.884883353035978,0.103357580796632,2.93927557319142,1.5852771198505,0.00316104285533609,0.884138268833811,0.94006437354412,24.4623878002167
"TN","A",6,30,0.830502123495438,0.150545551616443,2.39404713021339,1.07082341702611,0.887482657005943,0.112437595345917,2.97936542154558,1.42298544813028,0.00168800789430693,0.88723532355276,0.941139580408194,23.5141224861145
"TN","A",7,30,0.83334638322812,0.147139753867953,2.43665470562352,1.10836355208502,0.875984126666668,0.119702430190487,2.83811724431675,1.2842167511167,-0.00457460656476947,0.875731813848243,0.933206608740972,22.358948469162
"TN","A",8,30,0.875784294082973,0.122851725853353,2.82781902607167,1.31469294084477,0.673782762002132,0.208817741048887,1.75131004980117,0.752884406326348,-0.00421634186875655,0.673641788454971,0.804494510664877,18.0970823764801
"TN","A",9,30,0.876089604472651,0.120668643532083,2.82543666648376,1.32567311662428,0.690476177023794,0.211206263446956,1.79754612751757,0.76454969831212,-0.00571305021874917,0.690214891904916,0.817828864204168,19.5728950500488
"TN","A",10,30,0.83646875272988,0.145585282357307,2.44316547776098,1.12178023152903,0.872739459195036,0.124061499088147,2.79364714223669,1.27931712228652,-0.00311704056014415,0.871744049729075,0.929422494347128,18.4707329273224
"TN","A",11,30,0.843083441022386,0.147093997541166,2.49553429134952,1.1225840007767,0.851735248884936,0.125859375819106,2.52092737017296,1.18676416459175,0.00232599748433532,0.842492964622179,0.922711460441473,23.4353761672974
"TN","A",12,29,0.845512099348106,0.150814466549325,2.525918350766,1.05068097660363,0.856979147064793,0.114930848554392,2.39850275335046,1.44805890753724,0.0150743666500383,0.826003632554263,0.920827943445178,25.1428864002228
"TN","A",13,30,0.844261350590166,0.144388452701287,2.5119981255403,1.14778516667713,0.846008916873009,0.13058128776106,2.51894207192625,1.12676897680187,0.00239497832232763,0.842244589186368,0.919588073078298,24.9189312458038
"TN","A",14,30,0.880527424008492,0.114397059450487,2.89463774430382,1.36915833328558,0.698248161284825,0.220028292465919,1.81494976227283,0.775666361299584,-0.00929576417943456,0.696127493851308,0.814028928822266,24.6887855529785
"TN","A",15,30,0.8326191983697,0.150516219837851,2.40723782058198,1.05593822161638,0.886346660108247,0.111297179120621,2.96660623391868,1.49703802303404,-0.000384545174237533,0.886263250001838,0.940248184449902,24.5328013896942
"TN","A",16,30,0.880673408420265,0.121049876609213,2.89510294448851,1.31000041629064,0.64793430124619,0.212834175070931,1.68602978551474,0.775861413915165,0.00172037248603414,0.647880449353202,0.787486679460419,24.9563629627228
"TN","A",17,30,0.835587454103217,0.146622998398689,2.45448334370139,1.06928883232688,0.869418347918805,0.12272652589533,2.74076548562676,1.35254260469795,0.00663433229993045,0.866747038137096,0.932054617957844,24.7421433925629
"TN","A",18,30,0.836270368670034,0.146942524977491,2.4637248068865,1.10929436713415,0.864911200150061,0.122346778559078,2.70392001159532,1.27551578258062,0.00606200458775618,0.86309070180578,0.929369875920733,24.853816986084
"TN","A",19,30,0.833479822094107,0.14609591952193,2.41876759576639,1.10591141955712,0.880777805682597,0.12157662068339,2.89601573029162,1.29313585224103,0.00174247415893041,0.880650998144113,0.935900078089012,24.5491132736206
"TN","A",20,30,0.833306299181104,0.147728313625799,2.43891295511164,1.08976314220841,0.868567257285753,0.121990098703423,2.7485403209941,1.31554963645174,0.000770360522048027,0.86749984101993,0.931360625493996,23.6677482128143
"TN","A",21,30,0.832468019179226,0.150990819884796,2.40638361735577,1.05204387837088,0.878784006903044,0.116864492435616,2.80290855159845,1.36640884388365,0.00681980514950606,0.872590219636583,0.937152207996369,23.3747503757477
"TN","A",22,30,0.835603140052459,0.146930476946432,2.4454999249306,1.05465455649815,0.871750572137707,0.123189821686741,2.73970911247853,1.38790367303862,0.00956312034726652,0.866644259350729,0.933300661350216,22.8153102397919
"TN","A",23,30,0.842679724254871,0.146399486514195,2.47523281293204,1.07757916886344,0.863026753927216,0.123465846136299,2.67330806759778,1.3571518783828,0.00759180213693759,0.859937263824401,0.928544121747216,18.8750059604645
"TN","A",24,30,0.837322203567499,0.146250538850036,2.45567819558903,1.06702398826725,0.868944218300873,0.122681011097063,2.75675320284285,1.4047719810823,0.0055297044262559,0.868288150370236,0.930908868305674,22.153421163559
"TN","A",25,30,0.828873998154643,0.155550976012209,2.39838308887759,1.06198148179433,0.894764662963911,0.098958650613774,3.02765807060726,1.47887294432883,0.000893083522787518,0.890803939276035,0.945879672921372,23.2506849765778
"TN","A",26,30,0.876692920255303,0.122115158905195,2.84188495182661,1.33037977394867,0.671443132098595,0.209874283327459,1.74539723385883,0.729491658399716,-0.00147076195282333,0.67142686044015,0.803492353833936,20.8111438751221
"TN","A",27,30,0.832969929541301,0.152828828974348,2.41905594329152,1.01124041378306,0.88768415514543,0.1087493035378,2.85486142475094,1.57861467995819,0.00779170535479509,0.877185241258682,0.941106864143217,22.3709938526154
