"filename","MLRA","run_id","ncomp","R2.cal","RMSE.cal","RPD.cal","RPIQ.cal","R2.val","RMSE.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val","training_time_sec"
"Silt","A",1,30,0.7131036457996,8.29879243486244,1.86242955251893,2.37082685877854,0.730100957526423,8.11783811907939,1.92116056689158,2.3405246226017,0.157912426768024,0.728796466700743,0.848544706103649,27.387752532959
"Silt","A",2,30,0.714113806125241,8.33192483081582,1.86647128512705,2.33739506722039,0.702322558310506,8.41953490339635,1.82524660437898,2.31901170599386,-0.457743508645294,0.699544905195229,0.831011626918808,24.867125749588
"Silt","A",3,30,0.694910824332218,8.71715948864773,1.79256927214129,2.26851419040259,0.717688524962776,8.07422140828885,1.88206474655136,2.35007179522234,0.241620580508978,0.717412107013216,0.836290570091176,22.502284526825
"Silt","A",4,30,0.714068081148016,8.41238126380625,1.86345495289292,2.34178639581613,0.717036323597046,8.05400378210533,1.87227685768471,2.35907512760484,-0.211290487177361,0.714449757969765,0.841573859721539,23.030460357666
"Silt","A",5,30,0.720922914586006,8.28594168086466,1.8887200785489,2.40165822624078,0.711478833236119,8.13746875598756,1.86008964682501,2.32873397959981,0.042316068250812,0.710695679120702,0.835551131133097,23.3515653610229
"Silt","A",6,30,0.713921297661503,8.25805663854557,1.86243930776187,2.32197487124249,0.720310391400373,8.345547656424,1.8880843064897,2.42943912547109,-0.481388891458994,0.719211118970646,0.83892513937818,22.9127154350281
"Silt","A",7,30,0.715219122885464,8.32820192586049,1.8707418355397,2.32943439324636,0.702102433855358,8.36783932116167,1.82692960397401,2.27956097959012,0.19463264664136,0.700098219222962,0.831139326739069,23.353807926178
"Silt","A",8,30,0.702489472758112,8.41651528490261,1.82127166661854,2.31093265343307,0.72587598872265,8.31724792695875,1.91002449837738,2.3505371213755,-0.198881750140205,0.725624836874273,0.839507620060801,21.2933070659637
"Silt","A",9,30,0.715878853654912,8.21328947339919,1.87347704167931,2.33767482105483,0.712695702211581,8.44713765616378,1.86077346483651,2.44165548609832,-0.432596755508535,0.710908273677197,0.825881838337821,24.4090967178345
"Silt","A",10,30,0.718820747804875,8.17893762276493,1.88306724022382,2.30775693257081,0.660540972470499,9.30161483694879,1.6905792894327,2.28186184571823,-0.0465594917848067,0.649771420696295,0.809650900070985,25.4188227653503
"Silt","A",11,30,0.711744899718023,8.21470367194245,1.86025959163357,2.33727237971811,0.724369283120437,8.41268055480096,1.90152124614084,2.33278797074975,-0.168740333913472,0.723165439927056,0.844635184616335,25.2289187908173
"Silt","A",12,30,0.704012999576414,8.36240275117092,1.83434016665244,2.27207425489517,0.71595300902296,8.45095790934355,1.8764121444314,2.49084189340556,-0.159392636846732,0.715706977456787,0.836290509493511,23.8385860919952
