"filename","LULC","stat","RMSE.val","R2.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val"
"TC","Barren Land","mean",1.233835426454,0.92517982513731,4.39304774499456,0.944273078129848,-0.0206892040570077,0.896635321385768,0.953576615355161
"TC","Barren Land","sd",0.287703244539732,0.0991468387644933,1.49889761391243,0.205213102822265,0.181343056822694,0.159732014028568,0.0604698898910252
"TC","Barren Land","q25",1.0700399732803,0.934940034077049,3.62953343959815,0.813117901294858,-0.15314479511703,0.923112110801466,0.962401563542769
"TC","Barren Land","med",1.14314042484011,0.961229630728873,4.5178828690206,0.968771513825139,0.000502780224797718,0.950419351439245,0.973772767178513
"TC","Barren Land","q75",1.26166700424565,0.972423987334821,5.54792711748587,1.04418194424734,0.099541718555285,0.967128525332936,0.983640182394178
"TC","Barren Land","q2.5",0.962811908419627,0.654410929265559,1.4893764697568,0.535311252159155,-0.379460728999716,0.543880138893073,0.802128847271076
"TC","Barren Land","q97.5",2.10084853637072,0.980485283071158,6.43314139323464,1.38788537058077,0.296001948991837,0.975552560538749,0.987497623588801
"TC","Croplands","mean",0.952354158373022,0.96424829124377,5.29906547954557,1.75999184541022,-0.00079703222885769,0.963886187687281,0.981660177700305
"TC","Croplands","sd",0.0376387633465844,0.00491844167724697,0.353450722226274,0.063588879399138,0.0261358066798815,0.00504443103485447,0.00241901439783319
"TC","Croplands","q25",0.928721349887131,0.962051942222283,5.1095137472879,1.71250324603465,-0.0146283543718071,0.961679574161998,0.980568391263658
"TC","Croplands","med",0.951973067976036,0.964274292760442,5.28136390361397,1.76296318382014,-0.00246161317058378,0.964132885546626,0.981721861991296
"TC","Croplands","q75",0.979228640611049,0.967796973298503,5.54946910711558,1.80452166585435,0.0140920028969396,0.967514363759104,0.983451366049241
"TC","Croplands","q2.5",0.891862292598908,0.952105975475584,4.55285217190737,1.64010178162781,-0.0501058786009925,0.951680556737612,0.975664297373222
