"filename","LULC","stat","RMSE.val","R2.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val"
"C_hpom","Croplands","mean",0.832550195641472,0.982631547129477,7.93034151031235,0.495670559510862,-0.00271931826721036,0.981625917078411,0.990838935408755
"C_hpom","Croplands","sd",0.199835800377874,0.00779917341771363,1.6667729426913,0.111756326080028,0.0589679881133672,0.00845196154789895,0.00401867511943551
"C_hpom","Croplands","q25",0.644174234301677,0.975204441966448,6.27796897573662,0.386211746974889,-0.0416818829789905,0.974550592553762,0.987341795110555
"C_hpom","Croplands","med",0.808343879870718,0.985774000570398,8.24434924509465,0.497717239659369,-0.0024151163926418,0.985242317808182,0.992359624128146
"C_hpom","Croplands","q75",1.02681885686014,0.988600807801008,9.20830622753225,0.569775777311985,0.047493378790371,0.988171164174601,0.99402464836928
"C_hpom","Croplands","q2.5",0.550919209087088,0.965068274279175,5.17569664226182,0.329004338309155,-0.121238109654275,0.962475701340491,0.981897942028824
"C_hpom","Croplands","q97.5",1.1457593409882,0.991859200055889,10.7882647373414,0.699968142180361,0.0989916420605554,0.991380723243592,0.995554361868874
"C_hpom","Evergreen Forest","mean",1.33263379609667,0.964201181664543,5.19655136946138,1.64229007167123,0.0247433666055944,0.960568551469647,0.980279053832312
"C_hpom","Evergreen Forest","sd",0.190910475089629,0.00924615343281849,0.694463423038163,0.362449456364977,0.172885979381265,0.0106250727278314,0.00515845887508607
"C_hpom","Evergreen Forest","q25",1.21626376063332,0.960778905356148,4.7902125613698,1.37703799224621,-0.0922326911736699,0.95592158352484,0.978047067259141
"C_hpom","Evergreen Forest","med",1.33290353397226,0.965017606281892,5.08790901894185,1.5200939802325,0.0111467719400019,0.9609313156591,0.980637643706812
"C_hpom","Evergreen Forest","q75",1.46385124745917,0.969751622521504,5.43645883113655,1.93077168225768,0.166550775082778,0.96577917526732,0.983374118532288
"C_hpom","Evergreen Forest","q2.5",0.991856394772731,0.94193982409441,4.0126397337232,1.16503391190005,-0.303331928596422,0.937144916088481,0.96706764833083
"C_hpom","Evergreen Forest","q97.5",1.68719639472685,0.97808178814884,6.61469019335983,2.23659991152473,0.341264124842762,0.976867353241897,0.98820003973177
"C_hpom","Grasslands","mean",0.635373761005551,0.927578888294328,3.89141931408329,1.67167171442529,-0.00121370826718399,0.8934087429025,0.950282659027338
"C_hpom","Grasslands","sd",0.317598201032873,0.0472868680877653,1.52640321995813,0.553704722125979,0.0877320661741554,0.0873237042877587,0.0371708435703554
"C_hpom","Grasslands","q25",0.479634878855694,0.897607538680905,2.61832328385003,1.37519120494746,-0.0317516740157572,0.852828405888953,0.932125739579759
"C_hpom","Grasslands","med",0.532797342309598,0.932866733615441,3.44848268621853,1.67688046594059,0.00251290675128569,0.915159043630283,0.960027491036501
"C_hpom","Grasslands","q75",0.63044490334293,0.966989072303708,5.29422443050945,2.07669247981467,0.0381719171849755,0.963964211722569,0.981402425245604
"C_hpom","Grasslands","q2.5",0.399575710422203,0.810909814245168,1.73831854724173,0.575133405214475,-0.203934929956853,0.664310923469859,0.862380207434586
"C_hpom","Grasslands","q97.5",1.72473001769952,0.980155988225604,6.39308629477995,2.55904122811915,0.138497111544309,0.975311369835931,0.987911417557776
"C_hpom","Pasture","mean",0.825161082874383,0.988742449610442,10.8938443345212,0.54892421794164,0.0167625610098088,0.987652341522599,0.99387810372527
"C_hpom","Pasture","sd",0.206308109286363,0.011342792092784,3.3711822846132,0.17239867998398,0.11374390977211,0.0123350139238609,0.00598670460534602
"C_hpom","Pasture","q25",0.677649770348493,0.98641462366649,8.20131496858324,0.403456378530902,-0.0602333596000743,0.984923194444805,0.992593363163529
"C_hpom","Pasture","med",0.804259526517934,0.992480877511198,11.0763228953041,0.553742745307572,0.0186806723783666,0.991733304386586,0.995798915214412
"C_hpom","Pasture","q75",0.919905364619006,0.994701425594611,13.0074366230928,0.693539557980703,0.0957158715403269,0.994006225853425,0.996987802232897
"C_hpom","Pasture","q2.5",0.498094794702528,0.974354383118633,6.01370215016991,0.270345640547935,-0.179735096211982,0.971920536954923,0.986255112245946
"C_hpom","Pasture","q97.5",1.2323954507131,0.996837875138801,17.1582634365184,0.892395890535686,0.234116445826596,0.996546144613263,0.998245366920737
"C_hpom","Shrublands","mean",1.18071095967865,0.887224409777497,3.99648350997601,1.22242535289162,0.0579313803894596,0.503526006758821,0.916951063634753
"C_hpom","Shrublands","sd",0.628175667113314,0.185286444398532,1.9536138375912,0.523188159073326,0.249304190876756,2.40557688215262,0.151665887758416
"C_hpom","Shrublands","q25",0.808812513481031,0.871716412055204,2.56636520009128,0.857760328971138,-0.106536193484152,0.843564581839545,0.921566681327747
"C_hpom","Shrublands","med",0.962553259360407,0.957607268367947,3.96969490151972,1.1044921820102,0.0275559004362577,0.934601844732565,0.965371062807662
"C_hpom","Shrublands","q75",1.34244547285584,0.982126786331608,5.1403751733823,1.57827141904292,0.165510234545046,0.960978628833077,0.980619559465861
"C_hpom","Shrublands","q2.5",0.558088437936002,0.314971941033465,0.882144356845099,0.37703532189326,-0.325957163217864,-0.39691213405098,0.522831494383725
"C_hpom","Shrublands","q97.5",2.95506857809067,0.990278180689908,7.56870025427182,2.23506446532941,0.474160611270708,0.982007539355261,0.990432933905448
"C_hpom","Wetlands","mean",3.34703176905804,0.89795319614217,3.38422495121354,2.71202179677015,0.0160508501981325,0.891171035319586,0.943398934731975
"C_hpom","Wetlands","sd",0.776559553673983,0.0505569587541223,0.876797922106465,0.972743704619134,0.627109243148365,0.0536387829180884,0.027843963935975
"C_hpom","Wetlands","q25",2.71524926076761,0.864545591854481,2.63553694390632,2.00257768598966,-0.330186780604708,0.85167872121632,0.920000521243767
"C_hpom","Wetlands","med",3.57383483445349,0.901970899548564,3.21382224781101,2.60462688952273,-0.108557398220789,0.900333157599218,0.947701996667311
"C_hpom","Wetlands","q75",3.89225920566588,0.945212977861442,4.06935064213291,3.12372046977666,0.299751647370335,0.937821939933688,0.966897421885661
