"filename","LULC","stat","RMSE.val","R2.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val"
"EC","Barren Land","mean",10.290352829963,0.456585704773345,1.22145744235707,0.641897572750953,-0.42086293546346,0.093338048324329,0.597094599102586
"EC","Barren Land","sd",2.50618422475682,0.158609555034944,0.317521928303331,0.181015122432973,1.48575949276717,0.750916133471298,0.140989577553125
"EC","Barren Land","q25",8.62892690813959,0.346944456621859,1.01769156107444,0.521867380842809,-1.42851012968731,0.0174697103631865,0.507217428032582
"EC","Barren Land","med",9.58955025917009,0.506171108164065,1.27824917271502,0.648051906037602,-0.329133743199849,0.377406795058961,0.61583939963349
"EC","Barren Land","q75",11.4795402072863,0.590913672599256,1.49331301619934,0.786040313682823,0.224931604154529,0.543825435101961,0.696766173562458
"EC","Barren Land","q2.5",6.5717510532627,0.175681936515694,0.597148524999698,0.317022456289295,-2.73837822976591,-1.90568208336916,0.283920036252977
"EC","Barren Land","q97.5",15.5057714297731,0.677985595498242,1.70552394920067,0.966512978637897,2.61055195220869,0.650279357126513,0.783338318835494
"EC","Croplands","mean",2.04376023476752,0.369440374078472,1.23808472299211,0.316052525661993,-0.00287239299929205,0.343420482633336,0.546878859791059
"EC","Croplands","sd",0.465491844065315,0.0716111748513799,0.0535373370135837,0.0723521182603252,0.0740444972662993,0.0587825383831294,0.0944070113105724
"EC","Croplands","q25",1.68325197683293,0.336515647583833,1.21065404278151,0.267004658196343,-0.0542277138439196,0.317185954528275,0.488473821378175
"EC","Croplands","med",2.04037201833813,0.359115230823409,1.23946732589512,0.296772883434666,-0.00282352491969612,0.348576001114043,0.540438838818533
"EC","Croplands","q75",2.32238992994745,0.426174993379759,1.28253266115235,0.374852110887878,0.0440947469522365,0.39159109640434,0.632235799499123
"EC","Croplands","q2.5",1.27637991474888,0.250058968598873,1.13829624393708,0.210259394878191,-0.124193700692099,0.227610563233083,0.389245721194004
"EC","Croplands","q97.5",2.86451988195265,0.499465818394299,1.325196654969,0.46832688414024,0.136296138652607,0.430122782117635,0.700083833001635
"EC","Deciduous Forest","mean",0.392437237389995,0.54535286045635,1.40984579737015,0.488983971621983,-0.00573429954633641,0.462708487614881,0.70269403010572
"EC","Deciduous Forest","sd",0.0581278753200121,0.0754688935612545,0.179956291809952,0.0916215285458874,0.0332559111613111,0.185204405867849,0.0486270295734609
"EC","Deciduous Forest","q25",0.350948579284134,0.482821470300931,1.30701475019141,0.400174854530917,-0.0307458056325502,0.411862478591824,0.680171048404194
"EC","Deciduous Forest","med",0.388307289298065,0.553872955718739,1.45510870295502,0.489135250845898,-0.00738502295484983,0.525482568189617,0.705491465670865
"EC","Deciduous Forest","q75",0.432853323111187,0.592420789750849,1.52591099134473,0.557016180368266,0.0151869202239258,0.568504093149007,0.741322934327635
"EC","Deciduous Forest","q2.5",0.30011301136306,0.416195546814885,0.951032255327017,0.362965054332856,-0.0635396614104056,-0.130030747440559,0.599134480869524
"EC","Deciduous Forest","q97.5",0.501571475104116,0.664804394193839,1.67997631043098,0.636100185434347,0.0507687402566624,0.643962004135064,0.769294377037964
"EC","Developed","mean",2.49061392291884,0.230800370262356,1.03701743919326,0.15003261359703,-0.0277131235835645,-0.0374909521248137,0.387555364691952
"EC","Developed","sd",1.05666508770829,0.0674542464643563,0.15158346826717,0.06050556647474,0.198153626978886,0.557753023416912,0.107763890655979
"EC","Developed","q25",1.61149218586377,0.200121826406026,0.97354605832297,0.0892044021227426,-0.133557722977163,-0.0601006860500371,0.31320427036469
"EC","Developed","med",1.96000622433544,0.23179705362359,1.11016899425501,0.157595946743165,-0.0460204155771021,0.184779084446963,0.3559491156473
"EC","Developed","q75",3.78558556458303,0.282366675042951,1.13411559802814,0.19506871231021,0.133627285039965,0.218842056487541,0.469071369020959
"EC","Developed","q2.5",1.44059395419336,0.0939321637119703,0.605826279090071,0.0659736032389794,-0.428106176250819,-1.77282766316902,0.226872756702619
"EC","Developed","q97.5",4.34417056741395,0.341156963215104,1.15920474813508,0.262460419950514,0.350347017447729,0.252284988072774,0.578513631638875
"EC","Evergreen Forest","mean",0.336968051109188,0.505617241291622,1.39049786395877,0.439212717239422,0.0076843785259276,0.465846716658135,0.670855706929236
"EC","Evergreen Forest","sd",0.144669084953122,0.103914855908113,0.134944941491515,0.123076838072775,0.0273614408823902,0.110968321498856,0.124906687898811
"EC","Evergreen Forest","q25",0.249921574824312,0.484347488532855,1.29312602362715,0.404722852208645,-0.00416466280081427,0.400143672740811,0.672160663156367
"EC","Evergreen Forest","med",0.283909682107793,0.529761099375302,1.40720223927177,0.440639191172734,0.015121165425171,0.493590557053594,0.709475346435258
"EC","Evergreen Forest","q75",0.314360302780999,0.576104034038159,1.50562482536008,0.503526180272953,0.0252036251425151,0.557628268768765,0.743062012134481
"EC","Evergreen Forest","q2.5",0.214029793884829,0.264747450580236,1.15608010836562,0.202719705090529,-0.0503720639093969,0.249649420048088,0.374833740883012
"EC","Evergreen Forest","q97.5",0.666065220731335,0.632545752183218,1.58931706390716,0.652701324514182,0.0459835566057858,0.602993920801124,0.793284204947672
"EC","Grasslands","mean",1.1476766370546,0.504122255403123,1.39146610552204,0.255860677203672,0.00824079683584797,0.478725915933478,0.691898970800229
"EC","Grasslands","sd",0.104015624025052,0.0388020260123595,0.0723596407702936,0.0233318038246668,0.0450738512512666,0.0556403941420722,0.0341706981487607
"EC","Grasslands","q25",1.07585909275236,0.480439892499469,1.33578386553128,0.239161517149363,-0.0178735165749101,0.438936210257398,0.678108817676571
"EC","Grasslands","med",1.12503907223137,0.504825260279287,1.38641462361743,0.254266308242843,0.0190390071552397,0.47916165409117,0.697918014743929
"EC","Grasslands","q75",1.19456353919948,0.536192209740237,1.44091433083858,0.271148333233298,0.0332764599823155,0.517821584066039,0.71024578310666
"EC","Grasslands","q2.5",1.00845107043862,0.429910459968093,1.23983239030964,0.21285414448756,-0.103105905749987,0.348544960549856,0.617663618260114
"EC","Grasslands","q97.5",1.4041930418542,0.558924580553838,1.50052734188195,0.297393243237715,0.0900846461486909,0.555361083635722,0.737274637938232
"EC","Mixed Forest","mean",0.505399516226704,0.514603103863381,1.40028863959642,0.270504422914313,-0.0126128317131228,0.442280242239841,0.671413091467823
"EC","Mixed Forest","sd",0.147455464009967,0.119917512488047,0.197364748813559,0.100175234656885,0.0632321580388448,0.221076103564823,0.106214237631254
"EC","Mixed Forest","q25",0.373246302793024,0.467489520585117,1.25752328353304,0.207712250641839,-0.0555671651884767,0.357368672226481,0.581266140333729
"EC","Mixed Forest","med",0.4381450844876,0.535417324411537,1.42732090084809,0.252629074712677,-0.0100225273286694,0.501217484335645,0.690377506157618
