"filename","Depth","run_id","ncomp","R2.cal","RMSE.cal","RPD.cal","RPIQ.cal","R2.val","RMSE.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val","training_time_sec"
"Carbonate",15,1,27,0.950061940772841,2.87562580911123,4.66819210631436,3.35043844003396,0.959867309514833,2.86530029435486,4.91840817333317,3.69037130971322,0.154080677370564,0.958607186287334,0.979582357915116,22.7913546562195
"Carbonate",15,2,30,0.954793547247998,2.74031303212476,4.85771245923722,3.60590373587295,0.953206147967007,3.12702058117959,4.58545192914783,2.99713729305376,0.0142864345481927,0.952377762773279,0.976309716995415,22.0715565681458
"Carbonate",15,3,30,0.948058091802874,3.03707003866191,4.51064187254952,3.28158739282518,0.964673236462419,2.53064818150873,5.31826031840889,3.7108117472107,-0.0306880097503558,0.964597420945738,0.981828458734747,22.0974435806274
"Carbonate",15,4,30,0.957056067737328,2.68731819560473,4.97927840935345,3.8252576553134,0.948570259554124,3.23449705552282,4.38663780667894,2.84652848401241,0.0830681969734331,0.947963206281813,0.973926791820229,22.3710925579071
"Carbonate",15,5,30,0.948359793211228,3.02657983140343,4.48878253085028,3.15723730491161,0.962734153463175,2.64937909959056,5.18103495759499,3.90092569296602,-0.0106136674435787,0.962697233750515,0.981108676104371,21.801775932312
"Carbonate",15,6,30,0.95269192700162,2.7293438236715,4.79466467677409,3.5324059088425,0.954899882073101,3.16275583915328,4.68104061058728,3.31252886179314,0.151783814192634,0.954302834110268,0.977138206919421,21.8644633293152
"Carbonate",15,7,30,0.942947097583514,3.07361434221209,4.35948346086556,3.14526154671779,0.970398610339396,2.43534369494078,5.80879485097468,4.06579039359813,-0.0520902919515085,0.970324229317973,0.984821441710387,21.333065032959
"Carbonate",15,8,30,0.953657731185023,2.82179236776708,4.75884933200188,3.2692944935917,0.955410894241643,2.97573212914019,4.72948887762283,3.59672864878886,0.110113884314904,0.95523427040413,0.977351980538248,22.9512169361115
"Carbonate",15,9,30,0.958447018316841,2.74959576441758,5.13009403163958,3.4806446365134,0.939016875647175,3.08874323826915,4.02660851982544,3.2973320261179,0.0609657837556507,0.938241709250038,0.969010968274252,22.5682792663574
"Carbonate",15,10,30,0.954908739647177,2.7935258169763,4.8944268301308,3.45740558089925,0.952269505597237,3.02769423283389,4.46555488734008,3.32833543450913,0.269904800211987,0.949786184737624,0.975432061362695,21.9550135135651
"Carbonate",15,11,30,0.955344107588187,2.94054775273673,4.85087156096788,3.16151590850643,0.950558670035997,2.68016895906803,4.47856173875665,4.05300082416345,-0.137732775946221,0.950077427889288,0.974881666440464,22.195198059082
"Carbonate",15,12,30,0.963259714651288,2.60599712909903,5.41239892156059,3.71135951839817,0.928517194123328,3.34331566681049,3.71846567105696,3.03018949139936,0.114916138649697,0.927581999232857,0.963528959463033,21.5772271156311
"Carbonate",15,13,30,0.94598543194385,3.04487986831912,4.44975272701067,3.10016754625233,0.970527348460329,2.36822753582144,5.82814289718243,4.41877346737725,0.0165157748350662,0.97052093524702,0.985073366619948,21.3930494785309
"Carbonate",15,14,27,0.954041230741811,2.80105286857771,4.90363475627683,3.59641078646086,0.949211767013727,3.06337669342107,4.36465935998099,3.09063590525222,0.0408621271061591,0.947437819373238,0.974143462279696,19.6979074478149
"Carbonate",15,15,30,0.955538723828317,2.65921201243886,4.85962969372922,3.4034272963815,0.953047208120094,3.31099737714966,4.55795529710778,3.58222452299571,0.12973226231141,0.951801451339555,0.976152700605685,19.8479852676392
"Carbonate",15,16,30,0.957998546641347,2.62802745073169,5.08190202557865,3.53947748811003,0.94049710726208,3.53142184175315,4.03144786537084,3.09381843619568,0.173755564393091,0.938389889426379,0.969626810436836,19.1639835834503
"Carbonate",15,17,30,0.960675566769875,2.66598597678209,5.1987907962642,3.8772934629149,0.929699164083815,3.5896519023368,3.63825728202156,2.4961119472802,0.311565241605431,0.924353773376925,0.963426385990873,18.6812870502472
"Carbonate",15,18,30,0.955128872142599,2.7883487249175,4.91079557412016,3.36911311201864,0.948768233532861,3.05955126012316,4.40361273645858,3.50906949654042,0.100211142232766,0.948363613161818,0.973994315261571,18.8208448886871
"Carbonate",15,19,30,0.948051095764202,3.01753937604428,4.45470154268861,3.16861896680009,0.964341624264084,2.65059999495718,5.29831834768247,3.94289142831181,0.0457272925106707,0.964330420823996,0.981855473469243,18.6712665557861
"Carbonate",15,20,30,0.946939423307068,2.95321147516869,4.49226364866313,3.48981653926808,0.963080555483038,2.78226465473225,5.18875144882004,3.17002841012936,-0.0795013295515912,0.962808101436022,0.980757667983753,18.4866697788239
"Carbonate",15,21,28,0.956278709971481,2.81524350762438,4.9072117021957,3.50014402779496,0.944872690521889,3.09437049756942,4.25593753664423,3.08261147380138,0.122927844179542,0.94471801950335,0.971809218232709,18.0499346256256
"Carbonate",15,22,30,0.952126779528886,2.8956799888639,4.72809979440762,3.40967459732101,0.960027965318472,2.69556414545446,5.00009869274909,3.48888599659513,0.111815108926836,0.959948671072997,0.979500789055134,17.62908411026
"Carbonate",15,23,30,0.949556832070052,2.90306392581673,4.58491398060842,3.11088817910175,0.955346255183555,3.02597120668744,4.73292062851766,3.95867084707436,-0.0562850543469835,0.95529916443022,0.977010484991155,18.1770961284637
"Carbonate",15,24,30,0.953715085924225,2.72276354298439,4.88823317099439,3.62717918544446,0.953028910521874,3.10972642382973,4.6126083846616,2.99259122239415,0.0765522661207119,0.952936858230687,0.976094122955465,18.673645734787
"Carbonate",15,25,29,0.955961132199594,2.85811015079403,4.96457240177841,3.71264644823155,0.938952516318623,3.0184643632028,4.02406487545441,2.69789966688862,-0.0581293992264159,0.938163608730893,0.968979104840998,19.2484292984009
"Carbonate",15,26,30,0.946171003887625,3.13942455983748,4.38637975131278,3.51236939758502,0.967302064584599,2.39475062856888,5.53137908826335,3.52925766013925,-0.0423393012336525,0.967272921586978,0.983436761568733,20.1419260501862
"Carbonate",15,27,30,0.953098145480409,2.92897718056658,4.78495296257613,3.43463797422075,0.95409672329613,2.71264804538086,4.66811699360844,3.4530439789084,-0.0869796254188545,0.954049459927102,0.976482279027461,21.1463265419006
