"filename","Depth","run_id","ncomp","R2.cal","RMSE.cal","RPD.cal","RPIQ.cal","R2.val","RMSE.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val","training_time_sec"
"K",15,1,30,0.46964412176025,1.08261380698221,1.37379169409784,0.952730967726285,0.511322691986512,0.931884350931568,1.41962458240543,1.18867217685614,-0.00264118917530249,0.503604483933962,0.698175720648743,48.3382022380829
"K",15,2,30,0.459149081817517,1.07841095822106,1.35751599385565,0.978589091621294,0.528315240333202,0.949546886176725,1.4558295047881,1.11241573784005,-0.00464601766196142,0.52798713224295,0.696360632301932,47.5944402217865
"K",15,3,30,0.48578255749924,1.07605224999367,1.39336066260223,0.980817892445471,0.46174108202096,0.956338578899166,1.34906765212768,1.10398063854676,0.00441641361458476,0.450323191324086,0.66033752077497,46.7614727020264
"K",15,4,30,0.481653605079458,1.05173870466939,1.3891698651073,0.995078050616175,0.472588762118993,1.01168096446766,1.37347190343464,1.06952694377259,0.0079355901629331,0.46968328889158,0.657680747307278,45.9447841644287
"K",15,5,30,0.491427324895609,0.969607746190061,1.40225857175463,1.09462816708145,0.431777948787553,1.21628038350126,1.32493555471083,0.863173524165379,-0.0462359590013097,0.430117444894069,0.591604558687368,46.74174451828
"K",15,6,30,0.501168184232722,1.04293544641717,1.41492724607805,1.00331612430541,0.404822667462658,1.04977107736147,1.28856463217269,1.02862423845211,0.00473237538407963,0.397492498896932,0.603876659050442,45.8873970508575
"K",15,7,30,0.4908160624562,1.05520504422238,1.40368372410212,1.01009505767239,0.442932216423195,1.02395542992066,1.30746963258324,1.0129118609004,-0.00504299701792101,0.414790118742931,0.654603217278733,44.7491042613983
"K",15,8,30,0.483301965053312,1.02968460159681,1.3914341583382,1.01314149826287,0.46594659536873,1.06857408814023,1.36308635873468,1.00377887869881,-0.00034339590646006,0.461571389649465,0.654991284600942,44.5788569450378
"K",15,9,30,0.482942314128361,1.03017154626012,1.39023737012531,1.02121249011314,0.458041780541897,1.07492749726798,1.35636172547227,0.992125704022375,0.00215520450834551,0.456219262118138,0.641687314071622,44.1921653747559
"K",15,10,30,0.497661064014481,1.01665226262773,1.409907783533,1.03267861450128,0.434556577523195,1.09498083833908,1.3289606910541,0.982321550604997,0.00604811605448086,0.433564320640609,0.616422040805144,45.0712275505066
"K",15,11,30,0.463121327367178,1.03202931606997,1.36693317460367,1.02934164122909,0.529074787890047,1.03333541554044,1.45745189763865,0.998336706054402,-0.00357372373722196,0.529037409203123,0.693644751787864,43.0541045665741
"K",15,12,30,0.490535887970301,1.03564178073951,1.4019389811577,0.992736454940878,0.442721740621938,1.05805194507151,1.33425484765949,1.03372332530052,0.00607503089431865,0.438050494729933,0.634662252322575,42.8759140968323
"K",15,13,30,0.487159048039573,1.01054085391568,1.39331948633077,1.03498487562114,0.431421299197304,1.14121651016155,1.32479128448118,0.956574598491803,0.00495573169561725,0.429993317320473,0.615458801782168,42.5437870025635
"K",15,14,30,0.491677959135774,1.00214266956888,1.40187871602968,1.04693715960758,0.43522865989003,1.14415389916867,1.32736015989529,0.926740931242232,-0.00234536971855413,0.432197480547488,0.624189457365594,43.1502120494843
"K",15,15,30,0.488531104628036,1.01318323284647,1.39587887554734,1.06884225369342,0.436703450767325,1.12445074110612,1.33237495480119,0.902602944617753,-0.00141191438734124,0.436463628935837,0.613320414789364,43.1865258216858
"K",15,16,30,0.47473690633233,1.03161478017356,1.38038446137202,1.02270781717813,0.47747951590456,1.06715424776882,1.38356103496323,0.994148622111678,0.0104227965839186,0.477389384732578,0.648391062510419,43.33123254776
"K",15,17,30,0.46095717494481,1.04038838594757,1.36323966219856,1.00571533105593,0.499268282345116,1.05847199933734,1.40657626420215,1.03249370383363,-0.0089042490995811,0.494351989294117,0.684543760269763,42.7887904644012
"K",15,18,30,0.472907533019884,1.05430329870539,1.37581642683544,0.993582682788059,0.502531150979202,0.997906685751655,1.41799513988947,1.07584528225837,-0.0103323042067564,0.502462995269627,0.667675433960795,43.7943346500397
"K",15,19,30,0.47480915685532,1.06826244708577,1.37699406869919,1.00071752303596,0.502569129216085,0.965298750696653,1.41293729572931,1.07204862665901,0.0465781228581371,0.498894586829413,0.682291198659526,41.5642817020416
"K",15,20,30,0.518792717987085,0.953887510948577,1.4371219974333,1.13880440568905,0.387186293591835,1.2441921421909,1.27762900200383,0.7978981632627,0.0110469355879026,0.387134254050599,0.557445358904999,43.3908319473267
"K",15,21,30,0.472842813952268,1.03748615723435,1.37625579904269,1.01584699964526,0.477673691542704,1.06103133702084,1.38343280226139,0.994419828317737,0.0113080404646321,0.477292496937235,0.640320138703248,44.0120844841003
