"filename","Depth","stat","RMSE.val","R2.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val"
"Carbonate",15,"mean",2.94810267256248,0.953280083899682,4.69972736003641,3.43597785186563,0.041987220238243,0.95260438776235,0.976073779049986
"Carbonate",15,"sd",0.337159394263917,0.0111975740379537,0.578651592890057,0.491806008665906,0.109455708638288,0.0116827190653177,0.00568030500148801
"Carbonate",15,"q25",2.69983512043606,0.945726831896664,4.26197101671307,3.05561848007461,-0.0296836981051689,0.944873438571361,0.972411943116549
"Carbonate",15,"med",3.0200490192848,0.953651435631569,4.64036268913502,3.40875085185009,0.0432947098084149,0.953493159078895,0.976395998011438
"Carbonate",15,"q75",3.15382202465985,0.962943241625831,5.17340588858418,3.70570163783633,0.111389802773853,0.962586398914365,0.980733891388433
"Carbonate",15,"q2.5",2.3223000675683,0.930077294030872,3.73680763214384,2.63327309497976,-0.139506902433551,0.928273602129967,0.96381441956465
"Carbonate",15,"q97.5",3.57655013870548,0.970141280397727,5.77339067218568,4.37267742197258,0.265859981181353,0.969947237898201,0.984739692730502
"Carbonate",30,"mean",3.22888352436986,0.947827916472361,4.48452394132361,3.92235198588219,0.0169576870197347,0.946175422122847,0.972856800698951
"Carbonate",30,"sd",0.489942820868471,0.0162400400150686,0.753856925489679,0.651863084751433,0.182266922932838,0.0170760893474191,0.00810378483285307
"Carbonate",30,"q25",2.84683990646278,0.936272960613616,3.89180104156858,3.50664806640465,-0.139507812763539,0.933849978458481,0.967378668793995
"Carbonate",30,"med",3.19716636362253,0.950532107485145,4.41648264501179,3.81689529202003,0.00708849140548046,0.948625835206651,0.974273127063918
"Carbonate",30,"q75",3.57102177373056,0.961649332817453,5.07307886627385,4.29560602047483,0.154374473070212,0.961069660367319,0.979940143718959
"Carbonate",30,"q2.5",2.46975221402452,0.920219045310427,3.4907223642575,2.93350105399538,-0.248711264278902,0.917769283622899,0.958973715665823
"Carbonate",30,"q97.5",4.26314652161224,0.971172276523367,5.72288909685679,4.94060514570019,0.322625058733841,0.969403411266469,0.983898103496786
"Carbonate",60,"mean",2.70519734629611,0.971003228983907,5.94082442048884,5.99138998721072,-0.0143382497726889,0.970577789066752,0.985156720808965
"Carbonate",60,"sd",0.299399881582192,0.00646036838395323,0.651072870819494,0.710164316627632,0.0929199837113739,0.00680613556555618,0.00321942934310546
"Carbonate",60,"q25",2.46668635037875,0.967125155627926,5.4998761115355,5.50969775451889,-0.0803599661181573,0.966903436539571,0.983379103055526
"Carbonate",60,"med",2.70616568171589,0.972352287846309,5.99661928475904,5.9902688253908,-0.0151906324992412,0.97215924972889,0.985892735605165
"Carbonate",60,"q75",2.95357861906289,0.976259429274726,6.42474321093848,6.57278194378075,0.0455258101130259,0.975743797415381,0.987505895504889
"Carbonate",60,"q2.5",2.20955939991473,0.956445163305417,4.71005673011236,4.93279738304264,-0.193103125433359,0.954856064561875,0.977781458309356
"Carbonate",60,"q97.5",3.12796279854231,0.979918782673151,6.97007584097664,7.19262869791043,0.170370513216775,0.979392883834497,0.989497537516659
