"filename","Depth","stat","RMSE.val","R2.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val"
"TS",15,"mean",0.236878343481934,0.895400231494305,3.14920259735392,0.458679196238323,-0.000683711983144241,0.893657052925737,0.944068332704297
"TS",15,"sd",0.0124924309631782,0.0306586497994006,0.40229962120058,0.0268899649833693,0.00572831940130526,0.0312980443173776,0.0170595751118105
"TS",15,"q25",0.229134600701633,0.881475148327301,2.90477053139958,0.434215274298331,-0.00502740861917592,0.88144807056622,0.936297559406635
"TS",15,"med",0.236570494391352,0.899985516341206,3.10478098533747,0.45710246237677,-0.00117532269856875,0.896225919443459,0.945159671003464
"TS",15,"q75",0.245268499991464,0.918458879937473,3.47146000669183,0.475955678150857,0.00375122213583161,0.916992272212518,0.957154638369952
"TS",15,"q2.5",0.212950471030633,0.838191696453633,2.4608708383682,0.416108920853875,-0.0110177039607333,0.834385251304484,0.913740775092285
"TS",15,"q97.5",0.25972881781893,0.931250429247009,3.8083507399978,0.505359048167642,0.00854549117899912,0.930984493996295,0.964583353519342
"TS",30,"mean",0.287809922177476,0.906016535545443,3.32183978245951,0.542686105113725,-0.00114109386388188,0.902811348781885,0.950124401876441
"TS",30,"sd",0.0259430501680111,0.0283702502815882,0.485649347539955,0.0434812179313726,0.00808378738804846,0.0325851021086327,0.0153700698697716
"TS",30,"q25",0.272790884483303,0.887955337569637,2.97861318590863,0.515083812126325,-0.00644529717358145,0.88720619575052,0.941811738241776
"TS",30,"med",0.284776163919457,0.912087154799557,3.36150154444308,0.549063144998915,-0.0015202041635886,0.911433926817665,0.953219733994121
"TS",30,"q75",0.291858310408854,0.927718050421325,3.70360559310658,0.568167577459113,0.00430507118570135,0.927045508766859,0.961641826164269
"TS",30,"q2.5",0.257117508770805,0.847727533621301,2.50841751687074,0.441305611822686,-0.015183410353778,0.840957582855067,0.920113417301572
"TS",30,"q97.5",0.370340511575722,0.945183139935144,4.26349211876574,0.621923312118488,0.0151121778454312,0.944774744590634,0.971213169312235
"TS",60,"mean",0.396737706092414,0.914334366989033,3.42664606296174,0.63998781321427,0.00130668242260228,0.912535653702361,0.954731768651074
"TS",60,"sd",0.0291860374973145,0.0155113403487131,0.327962330812886,0.0533579228013446,0.0105016981316416,0.0162839306796986,0.00869075337929702
"TS",60,"q25",0.37634647513189,0.905550444744041,3.21094080776705,0.591386347233967,-0.00690978249062393,0.902940062159518,0.949615035700611
"TS",60,"med",0.401902879989059,0.915170692694268,3.40947689782267,0.632159061865199,0.00165779897936923,0.913919286118917,0.955339619981032
"TS",60,"q75",0.412619163979551,0.923121036954579,3.5921517960983,0.672587498117717,0.00954092676678487,0.922447797616012,0.959037434527083
"TS",60,"q2.5",0.337683973736529,0.883076434436128,2.90642599449917,0.567325451433895,-0.016085351816976,0.88144440219465,0.936329158977601
"TS",60,"q97.5",0.455417378626292,0.94015746416527,4.0779705296922,0.756141957187598,0.0161127152038324,0.939817550097815,0.96928750140508
"TS",100,"mean",0.45643236183716,0.856668869139924,2.64751059412979,0.708839311475482,-0.00119447811999556,0.854012300236949,0.92245755206829
"TS",100,"sd",0.0256030049225772,0.0260586344047782,0.219401463289609,0.0597717476909291,0.0153122940331901,0.0277313770450656,0.0139066482480653
"TS",100,"q25",0.440590357142712,0.846471416264162,2.52881668853471,0.665004210072476,-0.0102246848065569,0.843508598647373,0.917020717404733
"TS",100,"med",0.454930587169444,0.85781032318114,2.62514441317927,0.702747364911256,2.01077363711971e-05,0.854780099198875,0.924139009076551
"TS",100,"q75",0.47568710454623,0.871507415867031,2.77404852891794,0.748790416563012,0.00940060698216606,0.869961489271474,0.93094247307918
"TS",100,"q2.5",0.407926730618241,0.801907548454175,2.21427897930187,0.61551159116937,-0.030874472278804,0.795515536420206,0.894995758142506
"TS",100,"q97.5",0.507548015248327,0.890740920925592,3.01143582324562,0.831679905542232,0.0234604372317189,0.889653471290548,0.940920522577779
"TS",200,"mean",0.608780926793977,0.89650899785382,3.21988602762892,0.668073504684056,-0.00499180265423673,0.894484622426002,0.943586250068232
"TS",200,"sd",0.127019901596197,0.0365943640193712,0.552992306673416,0.14184620433641,0.0257623498933192,0.037186530802486,0.0225899707199641
"TS",200,"q25",0.500414789963196,0.873274361129826,2.77025004818719,0.557810162497239,-0.0192335247832592,0.869551961464141,0.925651556908843
"TS",200,"med",0.55153297701398,0.905458098276301,3.22562749911145,0.68377453954087,-0.00701723289626513,0.903780668570716,0.951132058154228
"TS",200,"q75",0.731485377161949,0.924450803884579,3.62460763834675,0.776351660763791,0.0152306569349945,0.923793746138611,0.960815786429667
"TS",200,"q2.5",0.457713421324591,0.818309358160707,2.33255944544578,0.436514614424923,-0.050266114124172,0.81580935573549,0.894411392260311
"TS",200,"q97.5",0.810732122130677,0.943780092911584,4.20611953262256,0.93103613879415,0.0384402582001205,0.943398672484112,0.97131400266556
"TS",250,"mean",0.989297037939399,0.763046005019271,1.97529901401603,0.581270621790762,0.00813079882543589,0.716825994138894,0.852868459624494
"TS",250,"sd",0.165839033844491,0.0766797541135227,0.345778167550675,0.12913666693362,0.12473516519815,0.103135481227061,0.0473340326897104
"TS",250,"q25",0.836479845280794,0.721302934558236,1.78503537829679,0.495182470745009,-0.0609794620168141,0.683357507835638,0.822620531308759
"TS",250,"med",0.992696656287846,0.757269977293203,1.93857837509463,0.560307356766892,-0.00752266146795495,0.731514285706799,0.854474856785354
"TS",250,"q75",1.09359189639108,0.816686190069756,2.20448929227227,0.66560308288356,0.0673594969494343,0.792316993950782,0.887918756065567
"TS",250,"q2.5",0.756269604428308,0.59954333451041,1.41772128202217,0.370505148384693,-0.189161619139859,0.497809229774386,0.768863053517255
"TS",250,"q97.5",1.36329812675459,0.881665973704665,2.59534386981885,0.828789697889069,0.254863355880738,0.850205588283939,0.927831373372952
